status,time_taken,age,num_approvals,num_rejections,prolific_score,Country of Birth,Current Country of Residence,Employment Status,English speaking Monolingual,First Language,First language,Handedness,Highest education level completed,Nationality,Sex,Student Status,Were you raised monolingual?
AWAITING REVIEW,1643.622,18,30,2,97,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1399.824,26,49,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1762.45,40,203,2,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Left-handed,High school diploma/A-levels,United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,919.058,26,130,4,98,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1183.121,20,51,2,97,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Male,Yes,I was raised with my native language only
AWAITING REVIEW,1533.548,29,35,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1918.969,41,29,0,100,Canada,Canada,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,Technical/community college,Canada,Female,No,I was raised with my native language only
AWAITING REVIEW,1495.566,42,127,0,100,Canada,Canada,Part-Time,I know one other language in addition to English,English,,Right-handed,No formal qualifications,Canada,Male,No,I was raised with my native language only
AWAITING REVIEW,1040.071,36,31,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1602.789,23,72,1,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1411.281,31,101,0,100,United Kingdom,United Kingdom,Other,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1368.329,30,266,1,100,United States,United Kingdom,Full-Time,I know 2 or more languages in addition to English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1855.186,24,28,0,100,United States,United States,Part-Time,I know one other language in addition to English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United States,Male,Yes,I was raised with my native language only
AWAITING REVIEW,6289.832,27,31,0,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1371.146,36,79,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Left-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1753.735,23,24,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1403.944,34,197,1,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1558.269,45,308,2,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,English,Right-handed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1479.246,30,78,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Left-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1322.531,20,17,1,99,United Kingdom,United Kingdom,Part-Time,I only know English,DATA EXPIRED,English,Ambidextrous,Undergraduate degree (BA/BSc/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,1395.691,50,86,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,English,Right-handed,Technical/community college,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,4978.25,34,111,2,97,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Male,No,I was raised with my native language only
AWAITING REVIEW,1276.282,49,231,1,100,Canada,Canada,Part-Time,I know one other language in addition to English,English,English,Right-handed,Technical/community college,Canada,Female,No,I was raised with my native language only
AWAITING REVIEW,3840.387,42,70,2,98,Ireland,Ireland,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),Ireland,Male,No,I was raised with my native language only
AWAITING REVIEW,1424.912,29,60,0,100,United Kingdom,United Kingdom,Part-Time,I only know English,English,,Right-handed,Doctorate degree (PhD/other),United Kingdom,Female,Yes,I was raised with my native language only
AWAITING REVIEW,3235.998,23,75,1,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,DATA EXPIRED,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1380.439,32,181,2,100,Canada,Canada,Unemployed (and job seeking),I only know English,English,English,Right-handed,Secondary education (e.g. GED/GCSE),Canada,Male,No,I was raised with my native language only
AWAITING REVIEW,1564.035,45,140,2,99,Canada,Canada,Part-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),Canada,Female,No,I was raised with my native language only
AWAITING REVIEW,2005.956,34,156,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2102.491,31,249,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,2493.504,19,100,0,100,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,,Right-handed,Secondary education (e.g. GED/GCSE),United States,Female,No,I was raised with my native language only
AWAITING REVIEW,1286.254,50,178,0,100,United Kingdom,United Kingdom,Full-Time,I know one other language in addition to English,English,English,Ambidextrous,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1175.97,48,521,3,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Secondary education (e.g. GED/GCSE),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,4813.402,23,92,0,100,United Kingdom,United Kingdom,Unemployed (and job seeking),I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1798.19,38,374,0,100,Ireland,Ireland,"Not in paid work (e.g. homemaker', 'retired or disabled)",I know 2 or more languages in addition to English,English,,Right-handed,Undergraduate degree (BA/BSc/other),Ireland,Female,No,I was raised with my native language only
AWAITING REVIEW,1332.79,45,131,2,98,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
RETURNED,54770.674073,38,68,0,100,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
AWAITING REVIEW,1284.677,26,68,1,100,Canada,Canada,Due to start a new job within the next month,I only know English,English,,Right-handed,Technical/community college,Canada,Male,No,I was raised with my native language only
AWAITING REVIEW,1641.475,23,21,0,100,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,English,,Right-handed,High school diploma/A-levels,United Kingdom,Male,Yes,I was raised with my native language only
TIMED-OUT,54733.835008,30,49,0,100,United Kingdom,United Kingdom,Full-Time,I only know English,English,,Right-handed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1184.007,30,110,2,99,United Kingdom,United Kingdom,Full-Time,I only know English,English,English,Right-handed,High school diploma/A-levels,United Kingdom,Female,No,I was raised with my native language only
AWAITING REVIEW,1076.605,43,560,3,100,United States,United States,Part-Time,I only know English,English,English,Right-handed,Undergraduate degree (BA/BSc/other),United States,Female,No,I was raised with my native language only
AWAITING REVIEW,1219.037,40,352,0,100,Canada,Canada,Other,I only know English,English,English,Right-handed,High school diploma/A-levels,Canada,Female,No,I was raised with my native language only
