participant_id,start_time,completion_time,stimulus,query_c1,c1_contribution,query_c2,c2_contribution,query_comp,comp
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,生物医药,“生物”对这个词的整体语义贡献了多少？,3,“医药”对这个词的语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,股东权益,“股东”对这个词的语义贡献了多少？,3,“权益”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,东南,”东”对这个词的语义贡献了多少？,4,“南”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,技术难题,“技术”对这个词的语义贡献了多少？,3,“难题”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,法学博士,“法学”对这个词的语义贡献了多少？,3,“博士”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,棋牌,“棋”对这个词的语义贡献了多少？,3,“牌”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,政务官,“政务”对这个词的语义贡献了多少？,3,“官”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,指法,“指”对这个词的整体语义贡献了多少？,2,“法”对这个词的语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,个人冠军,“个人”对这个词的语义贡献了多少？,3,“冠军”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,海底,“海”对这个词的语义贡献了多少？,3,“底”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 14:18:49,2024-09-13 14:22:31,保险业务,“保险”对这个词的语义贡献了多少？,4,“业务”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
