participant_id,start_time,completion_time,stimulus,query_c1,c1_contribution,query_c2,c2_contribution,query_comp,comp
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,世界潮流,“世界”对这个词的整体语义贡献了多少？,3,“潮流”对这个词的语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,书屋,“书”对这个词的语义贡献了多少？,3,“屋”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,精神力量,”精神”对这个词的语义贡献了多少？,3,“力量”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,轮船,“轮”对这个词的语义贡献了多少？,3,“船”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,职能部门,“职能”对这个词的语义贡献了多少？,3,“部门”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,书画艺术,“书画”对这个词的语义贡献了多少？,4,“艺术”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,物质条件,“物质”对这个词的语义贡献了多少？,4,“条件”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,汽车集团,“汽车”对这个词的整体语义贡献了多少？,3,“集团”对这个词的语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,车牌,“车”对这个词的语义贡献了多少？,3,“牌”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,技术水准,“技术”对这个词的语义贡献了多少？,3,“水准”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,公海自由,“公海”对这个词的语义贡献了多少？,3,“自由”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,厂方,“厂”对这个词的语义贡献了多少？,3,“方”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,纸钱,“纸”对这个词的语义贡献了多少？,3,“钱”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,字头,“字”对这个词的语义贡献了多少？,3,“头”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,处所,“处”对这个词的整体语义贡献了多少？,2,“所”对这个词的语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,石头路,“石头”对这个词的语义贡献了多少？,3,“路”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,心药,“心”对这个词的整体语义贡献了多少？,3,“药”对这个词的语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,2
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,学术观点,“学术”对这个词的语义贡献了多少？,3,“观点”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,生态区域,“生态”对这个词的整体语义贡献了多少？,3,“区域”对这个词的语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,民意基础,“民意”对这个词的语义贡献了多少？,3,“基础”对这个词的整体语义贡献了多少？,2,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,文艺思想,“文艺”对这个词的语义贡献了多少？,3,“思想”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,人员伤亡,“人员”对这个词的语义贡献了多少？,3,“伤亡”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,电灯,“电”对这个词的语义贡献了多少？,3,“灯”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,省区,“省”对这个词的语义贡献了多少？,5,“区”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_4811,2024-09-13 13:40:58,2024-09-13 13:43:52,铜牌,“铜”对这个词的语义贡献了多少？,3,“牌”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4257,2024-09-13 13:47:32,2024-09-13 13:50:49,世界潮流,“世界”对这个词的整体语义贡献了多少？,3,“潮流”对这个词的语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4257,2024-09-13 13:47:32,2024-09-13 13:50:49,书屋,“书”对这个词的语义贡献了多少？,3,“屋”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4257,2024-09-13 13:47:32,2024-09-13 13:50:49,精神力量,”精神”对这个词的语义贡献了多少？,3,“力量”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
