participant_id,start_time,completion_time,stimulus,query_c1,c1_contribution,query_c2,c2_contribution,query_comp,comp
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,服装行业,“服装”对这个词的语义贡献了多少？,4,“行业”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,房屋,“房”对这个词的语义贡献了多少？,4,“屋”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,交通网络,”交通”对这个词的语义贡献了多少？,4,“网络”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,椰子树,“椰子”对这个词的语义贡献了多少？,4,“树”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,话剧,“话”对这个词的语义贡献了多少？,3,“剧”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,教育领域,“教育”对这个词的语义贡献了多少？,4,“领域”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,玻璃制品,“玻璃”对这个词的语义贡献了多少？,4,“制品”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,口号声,“口号”对这个词的整体语义贡献了多少？,4,“声”对这个词的语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,梦乡,“梦”对这个词的语义贡献了多少？,5,“乡”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,皮影戏,“皮影”对这个词的语义贡献了多少？,5,“戏”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,布料,“布”对这个词的语义贡献了多少？,4,“料”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_4811,2024-09-10 13:34:27,2024-09-10 13:37:09,因果关系,“因果”对这个词的语义贡献了多少？,3,“关系”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
