participant_id,start_time,completion_time,stimulus,query_c1,c1_contribution,query_c2,c2_contribution,query_comp,comp
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,概念车,“概念”对这个词的语义贡献了多少？,5,“车”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,幕府将军,“幕府”对这个词的语义贡献了多少？,5,“将军”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,中外记者,”中外”对这个词的语义贡献了多少？,5,“记者”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,后年,“后”对这个词的语义贡献了多少？,5,“年”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,系列讲座,“系列”对这个词的语义贡献了多少？,5,“讲座”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,边防支队,“边防”对这个词的语义贡献了多少？,5,“支队”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,脚步声,“脚步”对这个词的语义贡献了多少？,5,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,左侧,“左”对这个词的语义贡献了多少？,5,“侧”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,肠道,“肠”对这个词的语义贡献了多少？,5,“道”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,面团,“面”对这个词的语义贡献了多少？,5,“团”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,内外,“内”对这个词的语义贡献了多少？,5,“外”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,心弦,“心”对这个词的语义贡献了多少？,5,“弦”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,3
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,网络软件,“网络”对这个词的语义贡献了多少？,5,“软件”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,铁锈,“铁”对这个词的语义贡献了多少？,5,“锈”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,区域规划,“区域”对这个词的语义贡献了多少？,5,“规划”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,品德教育,“品德”对这个词的语义贡献了多少？,5,“教育”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,历史事实,“历史”对这个词的语义贡献了多少？,5,“事实”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,集体土地,“集体”对这个词的语义贡献了多少？,5,“土地”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,橄榄球,“橄榄”对这个词的语义贡献了多少？,5,“球”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,化学物质,“化学”对这个词的语义贡献了多少？,5,“物质”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,会议主题,“会议”对这个词的语义贡献了多少？,5,“主题”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,电厂,“电”对这个词的语义贡献了多少？,5,“厂”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,手枪,“手”对这个词的语义贡献了多少？,5,“枪”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,艺术影院,“艺术”对这个词的语义贡献了多少？,5,“影院”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_2535,2024-09-06 03:28:14,2024-09-06 03:32:19,卫生领域,“卫生”对这个词的语义贡献了多少？,5,“领域”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-06 08:42:56,2024-09-06 09:01:31,概念车,“概念”对这个词的语义贡献了多少？,5,“车”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_3286,2024-09-06 08:42:56,2024-09-06 09:01:31,幕府将军,“幕府”对这个词的语义贡献了多少？,5,“将军”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_3286,2024-09-06 08:42:56,2024-09-06 09:01:31,中外记者,”中外”对这个词的语义贡献了多少？,5,“记者”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
anonymized_3286,2024-09-06 08:42:56,2024-09-06 09:01:31,后年,“后”对这个词的语义贡献了多少？,5,“年”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,5
