participant_id,start_time,completion_time,stimulus,query_c1,c1_contribution,query_c2,c2_contribution,query_comp,comp
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,年间,“年”对这个词的语义贡献了多少？,4,“间”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,干部队伍,“干部”对这个词的语义贡献了多少？,4,“队伍”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,比赛场地,”比赛”对这个词的语义贡献了多少？,4,“场地”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,胃口,“胃”对这个词的语义贡献了多少？,4,“口”对这个词的整体语义贡献了多少？,3,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,法律责任,“法律”对这个词的语义贡献了多少？,4,“责任”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,佛门,“佛”对这个词的语义贡献了多少？,4,“门”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,国家税收,“国家”对这个词的语义贡献了多少？,4,“税收”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,木门,“木”对这个词的语义贡献了多少？,4,“门”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,冰灯,“冰”对这个词的语义贡献了多少？,4,“灯”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,居民收入,“ 居民”对这个词的语义贡献了多少？,4,“ 收入”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,雨声,“雨”对这个词的语义贡献了多少？,4,“声”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,书法作品,“书法”对这个词的语义贡献了多少？,4,“作品”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,木船,“木”对这个词的语义贡献了多少？,4,“船”对这个词的整体语义贡献了多少？,5,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,产品目录,“产品”对这个词的语义贡献了多少？,4,“目录”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
anonymized_7912,2024-09-07 08:54:51,2024-09-07 08:57:57,草皮,“草”对这个词的语义贡献了多少？,4,“皮”对这个词的整体语义贡献了多少？,4,这个词的意思能从它的组成成分的语义上推测出来吗？,4
