Ps.number,Cue.number,Response.number,cues,Response,RT,Response_singular.x,Response_spelling,Minkowski.3.distance.n_cue,Mink3.overlap.n_cue,Response_finalAmE,Response_finalBrE,n_1,n_1_sing,Mink3.dist.n_1,Mink3.overlap.n_1,n_2,n_2_sing,Mink3.dist.n_2,Mink3.overlap.n_2,n_3,n_3_sing,Mink3.dist.n_3,Mink3.overlap.n_3,n_4,n_4_sing,Mink3.dist.n_4,Mink3.overlap.n_4,n_5,n_5_sing,Mink3.dist.n_5,Mink3.overlap.n_5,PPMI.n_cue,n_1_BrE,PPMI.n_1,n_2_BrE,PPMI.n_2,n_3_BrE,PPMI.n_3,n_4_BrE,PPMI.n_4,n_5_BrE,PPMI.n_5,PPMI.max,PPMI.max.which,Mink3.max,Mink3.max.which,PPMI.max.which2,Mink3.max.which2,logRT,PPMI.source,Mink3.source,Mink.max_nocue,PPMI.max_nocue,ZipfUK
2,1,1,ALPHABET,LETTERS,1194.4,LETTER,NA,4.132440833,6.987559167,LETTERS,LETTERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,1,6.987559167,1,n-cue,n-cue,3.077149795,0,0,1,1,4.56
5,1,1,ALPHABET,LETTER,3603.4,LETTER,NA,4.132440833,6.987559167,LETTER,LETTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.998756306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.998756306,1,6.987559167,1,n-cue,n-cue,3.556712474,0,0,1,1,4.85
6,1,1,ALPHABET,LETTERS,971.1,LETTER,NA,4.132440833,6.987559167,LETTERS,LETTERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,1,6.987559167,1,n-cue,n-cue,2.987263954,0,0,1,1,4.56
14,1,1,ALPHABET,LETTERS,1412.4,LETTER,NA,4.132440833,6.987559167,LETTERS,LETTERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,1,6.987559167,1,n-cue,n-cue,3.149957709,0,0,1,1,4.56
16,1,1,ALPHABET,SCHOOL,510,SCHOOL,NA,2.794001292,8.325998708,SCHOOL,SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.325998708,1,n-cue,n-cue,2.707570176,0,0,1,1,5.45
21,1,1,ALPHABET,LANGUAGE,4780.6,LANGUAGE,NA,1.657929609,9.462070391,LANGUAGE,LANGUAGE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.470668391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.470668391,1,9.462070391,1,n-cue,n-cue,3.679482407,0,0,1,1,4.82
27,1,1,ALPHABET,LETTERS,840.2,LETTER,NA,4.132440833,6.987559167,LETTERS,LETTERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,1,6.987559167,1,n-cue,n-cue,2.924382677,0,0,1,1,4.56
34,1,1,ALPHABET,SONG,902.1,SONG,NA,4.025060742,7.094939258,SONG,SONG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.642585462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.642585462,1,7.094939258,1,n-cue,n-cue,2.955254683,0,0,1,1,5.1
35,1,1,ALPHABET,LETTERS,904.3,LETTER,NA,4.132440833,6.987559167,LETTERS,LETTERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.413622061,1,6.987559167,1,n-cue,n-cue,2.956312531,0,0,1,1,4.56
38,1,1,ALPHABET,GREEK,766.2,GREEK,GREEK,NA,NA,GREEK,GREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.073108761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.073108761,1,NA,NA,n-cue,NA,2.884342148,0,NA,NA,1,4.53
1,2,1,BATTLE,WAR,2081.4,WAR,NA,0.953283551,10.16671645,WAR,WAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.973279387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.973279387,1,10.16671645,1,n-cue,n-cue,3.31835555,0,0,1,1,5.34
3,2,1,BATTLE,1066,1804,1066,1066,NA,NA,1066,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.212293214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.212293214,1,NA,NA,n-cue,NA,3.256236533,0,NA,NA,1,NA
10,2,1,BATTLE,HASTINGS,517.4,HASTING,HASTINGS,NA,NA,HASTINGS,HASTINGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.157717054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.157717054,1,NA,NA,n-cue,NA,2.713826424,0,NA,NA,1,3.77
11,2,1,BATTLE,FIGHT,905.5,FIGHT,NA,2.159429289,8.960570711,FIGHT,FIGHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,1,8.960570711,1,n-cue,n-cue,2.956888455,0,0,1,1,5.04
18,2,1,BATTLE,FIGHT,1058.6,FIGHT,NA,2.159429289,8.960570711,FIGHT,FIGHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,1,8.960570711,1,n-cue,n-cue,3.02473189,0,0,1,1,5.04
24,2,1,BATTLE,WAR,449.5,WAR,NA,0.953283551,10.16671645,WAR,WAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.973279387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.973279387,1,10.16671645,1,n-cue,n-cue,2.652729696,0,0,1,1,5.34
25,2,1,BATTLE,FIGHT,1075.8,FIGHT,NA,2.159429289,8.960570711,FIGHT,FIGHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,1,8.960570711,1,n-cue,n-cue,3.03173154,0,0,1,1,5.04
28,2,1,BATTLE,ABBEY,772,ABBEY,ABBEY,NA,NA,ABBEY,ABBEY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.121246666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.121246666,1,NA,NA,n-cue,NA,2.8876173,0,NA,NA,1,4.27
36,2,1,BATTLE,FIGHT,2794,FIGHT,NA,2.159429289,8.960570711,FIGHT,FIGHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31796813,1,8.960570711,1,n-cue,n-cue,3.446226402,0,0,1,1,5.04
40,2,1,BATTLE,WAR,842.8,WAR,NA,0.953283551,10.16671645,WAR,WAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.973279387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.973279387,1,10.16671645,1,n-cue,n-cue,2.925724527,0,0,1,1,5.34
2,3,1,CANNONBALL,ROUND,1266.5,ROUND,NA,2.111705157,9.008294843,ROUND,ROUND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32207189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32207189,1,9.008294843,1,n-cue,n-cue,3.102605194,0,0,1,1,5.71
5,3,1,CANNONBALL,CANON,2151.3,CANON,NA,1.750815283,9.369184717,CANON,CANON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.369184717,1,n-cue,n-cue,3.332700977,0,0,1,1,3.45
6,3,1,CANNONBALL,WAR,1018.5,WAR,NA,2.185764719,8.934235281,WAR,WAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014537648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014537648,1,8.934235281,1,n-cue,n-cue,3.007961033,0,0,1,1,5.34
14,3,1,CANNONBALL,CASTLE,918.3,CASTLE,NA,2.437608076,8.682391924,CASTLE,CASTLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.682391924,1,n-cue,n-cue,2.962984584,0,0,1,1,4.68
16,3,1,CANNONBALL,SYMBOLIC,993.7,SYMBOLIC,NA,2.262840131,8.857159869,SYMBOLIC,SYMBOLIC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.857159869,1,n-cue,n-cue,2.99725529,0,0,1,1,3.65
21,3,1,CANNONBALL,SOLDIERS,3893.1,SOLDIER,NA,1.656798972,9.463201028,SOLDIERS,SOLDIERS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.463201028,1,n-cue,n-cue,3.590295559,0,0,1,1,4.62
27,3,1,CANNONBALL,WEAPON,935.1,WEAPON,NA,2.200814222,8.919185778,WEAPON,WEAPON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.919185778,1,n-cue,n-cue,2.970858057,0,0,1,1,4.29
34,3,1,CANNONBALL,GUN POWDER,2072.3,GUN POWDER,GUN POWDER,2.733830143,8.386169857,GUN POWDER,GUN POWDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.386169857,1,NA,n-cue,3.316452627,NA,0,1,NA,NA
35,3,1,CANNONBALL,CANNON,1327.9,CANNON,NA,2.277880976,8.842119024,CANNON,CANNON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.162519712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.162519712,1,8.842119024,1,n-cue,n-cue,3.123165371,0,0,1,1,4.08
38,3,1,CANNONBALL,CANNON,1035.5,CANNON,NA,2.277880976,8.842119024,CANNON,CANNON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.162519712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.162519712,1,8.842119024,1,n-cue,n-cue,3.015150103,0,0,1,1,4.08
2,4,1,COUPON,VOUCHER,1812.9,VOUCHER,NA,1.477403733,9.642596267,VOUCHER,VOUCHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,1,9.642596267,1,n-cue,n-cue,3.258373849,0,0,1,1,3.19
5,4,1,COUPON,REWARD,4868.8,REWARD,NA,2.728112218,8.391887782,REWARD,REWARD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.391887782,1,n-cue,n-cue,3.687421935,0,0,1,1,4.13
6,4,1,COUPON,VOUVHER,1043.4,VOUVHER,VOUCHER,1.477403733,9.642596267,VOUCHER,VOUCHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,1,9.642596267,1,n-cue,n-cue,3.018450832,0,0,1,1,3.19
14,4,1,COUPON,OFFER,917.1,OFFER,NA,3.418276083,7.701723917,OFFER,OFFER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7.701723917,1,n-cue,n-cue,2.962416693,0,0,1,1,4.97
16,4,1,COUPON,MONEY,864.3,MONEY,NA,2.470360075,8.649639925,MONEY,MONEY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.649639925,1,n-cue,n-cue,2.936664513,0,0,1,1,5.84
21,4,1,COUPON,TICKET,1871.9,TICKET,NA,1.213443719,9.906556281,TICKET,TICKET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.906556281,1,n-cue,n-cue,3.272282644,0,0,1,1,4.51
27,4,1,COUPON,VOUCHER,1022.5,VOUCHER,NA,1.477403733,9.642596267,VOUCHER,VOUCHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,1,9.642596267,1,n-cue,n-cue,3.009663317,0,0,1,1,3.19
34,4,1,COUPON,VOUCHER,873.6,VOUCHER,NA,1.477403733,9.642596267,VOUCHER,VOUCHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,1,9.642596267,1,n-cue,n-cue,2.941312625,0,0,1,1,3.19
35,4,1,COUPON,VOUCHER,1916.5,VOUCHER,NA,1.477403733,9.642596267,VOUCHER,VOUCHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,1,9.642596267,1,n-cue,n-cue,3.282508824,0,0,1,1,3.19
38,4,1,COUPON,VOUCHER,952.6,VOUCHER,NA,1.477403733,9.642596267,VOUCHER,VOUCHER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.66312889,1,9.642596267,1,n-cue,n-cue,2.978910577,0,0,1,1,3.19
2,5,1,CUDDLE,HUG,1338.1,HUG,NA,2.749121793,8.370878207,HUG,HUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,1,8.370878207,1,n-cue,n-cue,3.126488571,0,0,1,1,4.13
5,5,1,CUDDLE,NICE,3743,NICE,NA,5.461644293,5.658355707,NICE,NICE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.037879012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.037879012,1,5.658355707,1,n-cue,n-cue,3.573219827,0,0,1,1,5.83
6,5,1,CUDDLE,HUG,1108,HUG,NA,2.749121793,8.370878207,HUG,HUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,1,8.370878207,1,n-cue,n-cue,3.04453976,0,0,1,1,4.13
14,5,1,CUDDLE,LOVELY,1317.8,LOVELY,NA,4.487283054,6.632716946,LOVELY,LOVELY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3057197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3057197,1,6.632716946,1,n-cue,n-cue,3.119849503,0,0,1,1,5.65
16,5,1,CUDDLE,PARTNERSHIP,1629.8,PARTNERSHIP,NA,4.728529857,6.391470143,PARTNERSHIP,PARTNERSHIP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6.391470143,1,n-cue,n-cue,3.212134313,0,0,1,1,4.2
21,5,1,CUDDLE,LOVING,2551.6,LOVING,NA,3.431810976,7.688189024,LOVING,LOVING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7.688189024,1,n-cue,n-cue,3.406812593,0,0,1,1,4.5
27,5,1,CUDDLE,HUGS,714.5,HUG,NA,2.749121793,8.370878207,HUGS,HUGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,1,8.370878207,1,n-cue,n-cue,2.854002233,0,0,1,1,3.25
34,5,1,CUDDLE,HUG,980.7,HUG,NA,2.749121793,8.370878207,HUG,HUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,1,8.370878207,1,n-cue,n-cue,2.991536175,0,0,1,1,4.13
35,5,1,CUDDLE,HUG,1167,HUG,NA,2.749121793,8.370878207,HUG,HUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,1,8.370878207,1,n-cue,n-cue,3.067070856,0,0,1,1,4.13
38,5,1,CUDDLE,HUG,724.3,HUG,NA,2.749121793,8.370878207,HUG,HUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.742284033,1,8.370878207,1,n-cue,n-cue,2.859918485,0,0,1,1,4.13
7,6,1,DIAGRAM,VENN,3759.5,VENN,VENN,NA,NA,VENN,VENN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5595051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5595051,1,NA,NA,n-cue,NA,3.575130089,0,NA,NA,1,2.52
8,6,1,DIAGRAM,PICTURE,569,PICTURE,NA,1.747311943,9.372688057,PICTURE,PICTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965265333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965265333,1,9.372688057,1,n-cue,n-cue,2.755112266,0,0,1,1,5.13
12,6,1,DIAGRAM,MATHS,555,MATH,NA,1.77308899,9.34691101,MATHS,MATHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.208130812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.208130812,1,9.34691101,1,n-cue,n-cue,2.744292983,0,0,1,1,4.35
13,6,1,DIAGRAM,DRAWING,575,DRAWING,NA,1.726812166,9.393187834,DRAWING,DRAWING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.827761809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.827761809,1,9.393187834,1,n-cue,n-cue,2.759667845,0,0,1,1,4.47
15,6,1,DIAGRAM,PICTURE,1229,PICTURE,NA,1.747311943,9.372688057,PICTURE,PICTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965265333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965265333,1,9.372688057,1,n-cue,n-cue,3.089551883,0,0,1,1,5.13
22,6,1,DIAGRAM,ANNOTATION,2301.9,ANNOTATION,NA,1.646252191,9.473747809,ANNOTATION,ANNOTATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.473747809,1,n-cue,n-cue,3.362086453,0,0,1,1,1.47
23,6,1,DIAGRAM,PICTURE,1821.7,PICTURE,NA,1.747311943,9.372688057,PICTURE,PICTURE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965265333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.965265333,1,9.372688057,1,n-cue,n-cue,3.260476858,0,0,1,1,5.13
30,6,1,DIAGRAM,DRAWING,988.4,DRAWING,NA,1.726812166,9.393187834,DRAWING,DRAWING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.827761809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.827761809,1,9.393187834,1,n-cue,n-cue,2.994932737,0,0,1,1,4.47
33,6,1,DIAGRAM,DRAW,3567.6,DRAW,NA,1.835440566,9.284559434,DRAW,DRAW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.811780007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.811780007,1,9.284559434,1,n-cue,n-cue,3.552376155,0,0,1,1,4.87
39,6,1,DIAGRAM,AXIS,2209,AXI,NA,2.137044108,8.982955892,AXIS,AXIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.976593339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.976593339,1,8.982955892,1,n-cue,n-cue,3.344195716,0,0,1,1,3.25
7,7,1,DOORMAT,TRAMP,647,TRAMP,NA,2.276547881,8.843452119,TRAMP,TRAMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.843452119,1,n-cue,n-cue,2.810904281,0,0,1,1,3.51
8,7,1,DOORMAT,WET,344,WET,NA,4.262705366,6.857294634,WET,WET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6.857294634,1,n-cue,n-cue,2.536558443,0,0,1,1,4.76
12,7,1,DOORMAT,DOORWAY,463,DOORWAY,NA,2.098855358,9.021144642,DOORWAY,DOORWAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.021144642,1,n-cue,n-cue,2.665580991,0,0,1,1,3.71
13,7,1,DOORMAT,DOOR,719,DOOR,NA,3.868206194,7.251793806,DOOR,DOOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.316032284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.316032284,1,7.251793806,1,n-cue,n-cue,2.85672889,0,0,1,1,5.26
15,7,1,DOORMAT,HOUSE,1680.6,HOUSE,NA,2.694359208,8.425640792,HOUSE,HOUSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.411351518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.411351518,1,8.425640792,1,n-cue,n-cue,3.225464359,0,0,1,1,5.83
22,7,1,DOORMAT,PUSHOVER,589.1,PUSHOVER,NA,2.871115576,8.248884424,PUSHOVER,PUSHOVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.248884424,1,n-cue,n-cue,2.770189023,0,0,1,1,2.96
23,7,1,DOORMAT,MUD,1108.6,MUD,NA,1.640269441,9.479730559,MUD,MUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.479730559,1,n-cue,n-cue,3.044774874,0,0,1,1,4.37
30,7,1,DOORMAT,WIPE,1032.5,WIPE,NA,4.160887455,6.959112545,WIPE,WIPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546225032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.546225032,1,6.959112545,1,n-cue,n-cue,3.01389006,0,0,1,1,4
33,7,1,DOORMAT,HARD,2791.9,HARD,NA,3.277844678,7.842155322,HARD,HARD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7.842155322,1,n-cue,n-cue,3.445899859,0,0,1,1,5.58
39,7,1,DOORMAT,SHOES,1347.5,SHOE,NA,1.86337382,9.25662618,SHOES,SHOES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.25662618,1,n-cue,n-cue,3.129528774,0,0,1,1,4.66
